ID	Language_name	Language_ID	Parameter_name	Parameter_ID	Value	Form	Segments	Motivation_structure	Source	Comment
1445	Achang_Longchuan	long1373	to flow	2003	so³¹  | 1502.28	so³¹	s o ³¹	go	Huang1992,Matisoff2015	
6290	Maru	maru1249	tomorrow	1329	nɛʔ³¹mɔ⁵⁵nɛʔ³¹	nɛʔ³¹mɔ⁵⁵nɛʔ³¹	n ɛ ʔ ³¹ + m ɔ ⁵⁵ + n ɛ ʔ ³¹	day mo-suffix day	Huang1992,Matisoff2015	
487	Bola	pela1242	the bone	1394	ʃă³⁵ u³¹  | 0133.32	ʃă³⁵u³¹	ʃ ă ³⁵ + u ³¹	meat bone	Huang1992,Matisoff2015	
490	Lashi	lash1242	the bone	1394	ʃŏ⁵⁵ jou³³  | 0133.33	ʃŏ⁵⁵jou³³	ʃ ŏ ⁵⁵ + j o u ³³	meat bone	Huang1992,Matisoff2015	
493	Maru	maru1249	the bone	1394	ʃŏ³⁵ ɣuk⁵⁵  | 0133.31	ʃŏ³⁵ɣuk⁵⁵	ʃ ŏ ³⁵ + ɣ u k ⁵⁵	meat bone	Huang1992,Matisoff2015	
1448	Bola	pela1242	to flow	2003	ju⁵⁵  | 1502.32	ju⁵⁵	j u ⁵⁵	flow	Huang1992,Matisoff2015	
4594	Achang_Longchuan	long1373	the tongue	1205	ɕɔ⁵⁵  | 0139.28	ɕɔ⁵⁵	ɕ ɔ ⁵⁵	tongue	Huang1992,Matisoff2015	
4597	Atsi	zaiw1240	the tongue	1205	ʃo⁵¹  | 0139.30	ʃo⁵¹	ʃ o ⁵¹	tongue	Huang1992,Matisoff2015	
4600	Bola	pela1242	the tongue	1205	ʃa⁵⁵  | 0139.32	ʃa⁵⁵	ʃ a ⁵⁵	tongue	Huang1992,Matisoff2015	
4605	Lashi	lash1242	the tongue	1205	jo̱³³  | 0139.33	jo̱³³	j o̰ ³³	tongue	Huang1992,Matisoff2015	
4608	Maru	maru1249	the tongue	1205	ʃɔ³¹  | 0139.31	ʃɔ³¹	ʃ ɔ ³¹	tongue	Huang1992,Matisoff2015	
4610	Xiandao	xian1249	the tongue	1205	çɔ⁵⁵  | 0139.29	çɔ⁵⁵	ç ɔ ⁵⁵	tongue	Huang1992,Matisoff2015	
4615	Achang_Longchuan	long1373	the tooth (front)	1380	tɕoi⁵⁵  | 0137.28	tɕoi⁵⁵	tɕ o i ⁵⁵	tooth	Huang1992,Matisoff2015	
1452	Xiandao	xian1249	to flow	2003	ʂa³¹  | 1502.29	ʂa³¹	ʂ a ³¹	straight-flow	Huang1992,Matisoff2015	
4618	Atsi	zaiw1240	the tooth (front)	1380	tsui⁵¹  | 0137.30	tsui⁵¹	ts u i ⁵¹	tooth	Huang1992,Matisoff2015	
4620	Bola	pela1242	the tooth (front)	1380	tui⁵⁵  | 0137.32	tui⁵⁵	t u i ⁵⁵	tooth	Huang1992,Matisoff2015	
526	Achang_Longchuan	long1373	the branch	1531	ʂək⁵⁵ kʐaŋ⁵⁵  | 0374.28	ʂək⁵⁵kʐaŋ⁵⁵	ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵	tree branch	Huang1992,Matisoff2015	
528	Atsi	zaiw1240	the branch	1531	sik⁵⁵ kja̱ŋ⁵¹  | 0374.30	sik⁵⁵kja̱ŋ⁵¹	s i k ⁵⁵ + k j a̰ ŋ ⁵¹	tree branch	Huang1992,Matisoff2015	
529	Bola	pela1242	the branch	1531	sak⁵⁵ ka̱ʔ⁵⁵  | 0374.32	sak⁵⁵ka̱ʔ⁵⁵	s a k ⁵⁵ + k a̰ ʔ ⁵⁵	tree branch	Huang1992,Matisoff2015	
532	Lashi	lash1242	the branch	1531	sə̱k⁵⁵ kɔ̱ʔ⁵⁵  | 0374.33	sə̱k⁵⁵kɔ̱ʔ⁵⁵	s ə̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵	tree branch	Huang1992,Matisoff2015	
533	Maru	maru1249	the branch	1531	sa̱k⁵⁵ kɔ̱ʔ⁵⁵  | 0374.31	sa̱k⁵⁵kɔ̱ʔ⁵⁵	s a̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵	tree branch	Huang1992,Matisoff2015	
4630	Xiandao	xian1249	the tooth (front)	1380	cui⁵⁵  | 0137.29	cui⁵⁵	c u i ⁵⁵	tooth	Huang1992,Matisoff2015	
8730	Maru	maru1249	the leaf	2250		phɔʔ⁵⁵	pʰ ɔ ʔ ⁵⁵	leaf	Huang1992,Matisoff2015	
8731	Maru	maru1249	the leaf	2250		fɔʔ⁵⁵	f ɔ ʔ ⁵⁵	leaf-1	Huang1992,Matisoff2015	
4639	Achang_Longchuan	long1373	the tree	906	saŋ³¹ tseŋ⁵⁵  | 0372.28	saŋ³¹tseŋ⁵⁵	s a ŋ ³¹ + ts e ŋ ⁵⁵	tree1 tree2	Huang1992,Matisoff2015	
545	Bola	pela1242	the breast (female)	1402	nau³⁵  | 0094.32	nau³⁵	n a u ³⁵	breast-milk	Huang1992,Matisoff2015	
4642	Atsi	zaiw1240	the tree	906	sik⁵⁵  | 0372.30	sik⁵⁵	s i k ⁵⁵	tree	Huang1992,Matisoff2015	
4644	Bola	pela1242	the tree	906	sak⁵⁵  | 0372.32	sak⁵⁵	s a k ⁵⁵	tree	Huang1992,Matisoff2015	
4647	Lashi	lash1242	the tree	906	sə̱k⁵⁵  | 0372.33	sə̱k⁵⁵	s ə̰ k ⁵⁵	tree	Huang1992,Matisoff2015	
4648	Maru	maru1249	the tree	906	sa̱k⁵⁵  | 0372.31	sa̱k⁵⁵	s a̰ k ⁵⁵	tree	Huang1992,Matisoff2015	
4650	Xiandao	xian1249	the tree	906	ʂɯk⁵⁵  | 0372.29	ʂɯk⁵⁵	ʂ ɯ k ⁵⁵	tree	Huang1992,Matisoff2015	
573	Achang_Longchuan	long1373	to burn [intransitive]	1428	ȵe³⁵  | 1269.28	ȵe³⁵	nʲ e ³⁵	burn	Huang1992,Matisoff2015	
574	Atsi	zaiw1240	to burn [intransitive]	1428	ŋje⁵⁵  | 1269.30	ŋje⁵⁵	ŋ j e ⁵⁵	hot-burn	Huang1992,Matisoff2015	
575	Bola	pela1242	to burn [intransitive]	1428	tɛʔ³¹  | 1269.32	tɛʔ³¹	t ɛ ʔ ³¹	burn	Huang1992,Matisoff2015	
577	Lashi	lash1242	to burn [intransitive]	1428	ta̱ːp⁵⁵  | 1269.33	ta̱ːp⁵⁵	t a̰ː p ⁵⁵	burn	Huang1992,Matisoff2015	
578	Maru	maru1249	to burn [intransitive]	1428	tɛʔ³¹  | 1269.31	tɛʔ³¹	t ɛ ʔ ³¹	burn	Huang1992,Matisoff2015	
579	Xiandao	xian1249	to burn [intransitive]	1428	tʂap³⁵  | 1269.29	tʂap³⁵	tʂ a p ³⁵	burn	Huang1992,Matisoff2015	
1462	Lashi	lash1242	the flower	239	pan³³  | 0377.33	pan³³	p a n ³³	flower	Huang1992,Matisoff2015	
5559	Rangoon	nucl1310	this	1214		tθi²²	tθ i ²²		Huang1992,Matisoff2015	
1464	Xiandao	xian1249	the flower	239	pan⁵⁵ tam³¹  | 0377.29	pan⁵⁵tam³¹	p a n ⁵⁵ + t a m ³¹	flower-1 flower-2	Huang1992,Matisoff2015	
596	Achang_Longchuan	long1373	to buy	1869	oi⁵⁵  | 1516.28	oi⁵⁵	o i ⁵⁵	buy	Huang1992,Matisoff2015	
598	Atsi	zaiw1240	to buy	1869	vui⁵¹  | 1516.30	vui⁵¹	v u i ⁵¹	buy	Huang1992,Matisoff2015	
599	Bola	pela1242	to buy	1869	vɛ⁵⁵  | 1516.32	vɛ⁵⁵	v ɛ ⁵⁵	buy	Huang1992,Matisoff2015	
602	Lashi	lash1242	to buy	1869	ɣəː³¹  | 1516.33	ɣəː³¹	ɣ əː ³¹	buy	Huang1992,Matisoff2015	
603	Maru	maru1249	to buy	1869	vai³¹  | 1516.31	vai³¹	v a i ³¹		Huang1992,Matisoff2015	
604	Xiandao	xian1249	to buy	1869	ui⁵⁵  | 1516.29	ui⁵⁵	u i ⁵⁵	buy	Huang1992,Matisoff2015	
4702	Atsi	zaiw1240	twenty	1710	i⁵⁵ tshe⁵¹  | 0816.30	i⁵⁵tshe⁵¹	i ⁵⁵ + tsʰ e ⁵¹	two ten	Huang1992,Matisoff2015	
4704	Bola	pela1242	twenty	1710	i̱³⁵ thai⁵⁵  | 0816.32	i̱³⁵thai⁵⁵	ḭ ³⁵ + tʰ a i ⁵⁵	two ten	Huang1992,Matisoff2015	
4706	Lashi	lash1242	twenty	1710	ə̱⁵⁵ tshe³³  | 0816.33	ə̱⁵⁵tshe³³	ə̰ ⁵⁵ + tsʰ e ³³	two ten	Huang1992,Matisoff2015	
4707	Maru	maru1249	twenty	1710	ʃi̱k⁵⁵ tshɛ³¹  | 0816.31	ʃi̱k⁵⁵tshɛ³¹	ʃ ḭ k ⁵⁵ + tsʰ ɛ ³¹	two ten	Huang1992,Matisoff2015	
4709	Xiandao	xian1249	twenty	1710	ta³¹ sau⁵⁵  | 0816.29	ta³¹sau⁵⁵	t a ³¹ + s a u ⁵⁵	one twenty	Huang1992,Matisoff2015	
7249	Old_Burmese	oldb1235	the earth (soil)	1228		mliy	m l i j		Okell1971,Luce1985,Nishi1999	
4713	Achang_Longchuan	long1373	two	1498	sək⁵⁵  | 0798.28	sək⁵⁵	s ə k ⁵⁵	two	Huang1992,Matisoff2015	
4716	Atsi	zaiw1240	two	1498	i⁵⁵  | 0798.30	i⁵⁵	i ⁵⁵	two	Huang1992,Matisoff2015	
4718	Bola	pela1242	two	1498	i̱³⁵  | 0798.32	i̱³⁵	ḭ ³⁵	two	Huang1992,Matisoff2015	
4721	Lashi	lash1242	two	1498	ə̱k⁵⁵  | 0798.33	ə̱k⁵⁵	ə̰ k ⁵⁵	two	Huang1992,Matisoff2015	
4722	Maru	maru1249	two	1498	ʃi̱k⁵⁵  | 0798.31	ʃi̱k⁵⁵	ʃ ḭ k ⁵⁵	two	Huang1992,Matisoff2015	
627	Achang_Longchuan	long1373	the child (young human)	1304	tsă³¹ oi³¹  | 0169.28	tsă³¹oi³¹	ts ă ³¹ + o i ³¹	son ?	Huang1992,Matisoff2015	
4724	Xiandao	xian1249	two	1498	sɤk⁵⁵  | 0798.29	sɤk⁵⁵	s ɤ k ⁵⁵	two	Huang1992,Matisoff2015	
629	Atsi	zaiw1240	the child (young human)	1304	tsŏ²¹ ʃaŋ⁵¹  | 0169.30	tsŏ²¹ʃaŋ⁵¹	ts ŏ ²¹ + ʃ a ŋ ⁵¹	son ?	Huang1992,Matisoff2015	
630	Bola	pela1242	the child (young human)	1304	tă³¹ ʃɔ̃⁵⁵  | 0169.32	tă³¹ʃɔ̃⁵⁵	t ă ³¹ + ʃ ɔ̃ ∼ ⁵⁵	child	Huang1992,Matisoff2015	
633	Maru	maru1249	the child (young human)	1304	tsɔ̆³⁵ ʃɔ̃³¹  | 0169.31	tsɔ̆³⁵ʃɔ̃³¹	ts ɔ̆ ³⁵ + ʃ ɔ̃ ∼ ³¹	child1 child2	Huang1992,Matisoff2015	
634	Xiandao	xian1249	the child (young human)	1304	tsɔ³¹ ui³¹  | 0169.29	tsɔ³¹ui³¹	ts ɔ ³¹ + u i ³¹	child ???	Huang1992,Matisoff2015	
1471	Bola	pela1242	to fly (move through air)	1441	tɔ̃³¹  | 1318.32	tɔ̃³¹	t ɔ̃ ∼ ³¹		Huang1992,Matisoff2015	
660	Achang_Longchuan	long1373	the cloud	1489	xan³¹ tɕin³¹  | 0007.28	xan³¹tɕin³¹	x a n ³¹ + tɕ i n ³¹	weather? cloud?	Huang1992,Matisoff2015	
7387	Old_Burmese	oldb1235	the snow	784		nhaṅḥ	n̥ a ŋ ⁵⁵	icy-thing	Okell1971,Luce1985,Nishi1999	
663	Atsi	zaiw1240	the cloud	1489	mu̱t⁵⁵ mau⁵⁵  | 0007.30	mu̱t⁵⁵mau⁵⁵	m ṵ t ⁵⁵ + m a u ⁵⁵	cloud sky	Huang1992,Matisoff2015	
664	Bola	pela1242	the cloud	1489	tʃa̱m⁵⁵  | 0007.32	tʃa̱m⁵⁵	tʃ a̰ m ⁵⁵	cloud	Huang1992,Matisoff2015	
1476	Xiandao	xian1249	to fly (move through air)	1441	tʂam⁵⁵  | 1318.29	tʂam⁵⁵	tʂ a m ⁵⁵	fly	Huang1992,Matisoff2015	
666	Lashi	lash1242	the cloud	1489	tsɔ̱m⁵⁵ mou⁵⁵  | 0007.33	tsɔ̱m⁵⁵mou⁵⁵	ts ɔ̰ m ⁵⁵ + m o u ⁵⁵	cloud? sky	Huang1992,Matisoff2015	
667	Maru	maru1249	the cloud	1489	tʃa̱m³¹ thɔi³⁵  | 0007.31	tʃa̱m³¹thɔi³⁵	tʃ a̰ m ³¹ + tʰ ɔ i ³⁵	cloudfog1 cloudfog2	Huang1992,Matisoff2015	
668	Xiandao	xian1249	the cloud	1489	çaŋ⁵⁵ cin³¹  | 0007.29	çaŋ⁵⁵cin³¹	ç a ŋ ⁵⁵ + c i n ³¹	fog-cloud-1 fog-cloud-2	Huang1992,Matisoff2015	
672	Achang_Longchuan	long1373	cold (of temperature)	1287	kʐuat⁵⁵  | 1063.28	kʐuat⁵⁵	k ʐ u a t ⁵⁵	cold	Huang1992,Matisoff2015	bad concept
674	Atsi	zaiw1240	cold (of temperature)	1287	kjoʔ²¹  | 1063.30	kjoʔ²¹	k j o ʔ ²¹	cold	Huang1992,Matisoff2015	bad concept
675	Bola	pela1242	cold (of temperature)	1287	kjaʔ³¹  | 1063.32	kjaʔ³¹	k j a ʔ ³¹	cold	Huang1992,Matisoff2015	bad concept
676	Lashi	lash1242	cold (of temperature)	1287	ŋaːm⁵⁵  | 1063.33	ŋaːm⁵⁵	ŋ aː m ⁵⁵	cold	Huang1992,Matisoff2015	bad concept
677	Maru	maru1249	cold (of temperature)	1287	kjɔʔ³¹  | 1063.31	kjɔʔ³¹	k j ɔ ʔ ³¹	cold	Huang1992,Matisoff2015	bad concept
678	Xiandao	xian1249	cold (of temperature)	1287	kʐot⁵⁵  | 1063.29	kʐot⁵⁵	k ʐ o t ⁵⁵	cold	Huang1992,Matisoff2015	bad concept
4780	Achang_Longchuan	long1373	to vomit	1278	phat⁵⁵  | 1535.28	phat⁵⁵	pʰ a t ⁵⁵		Huang1992,Matisoff2015	
686	Achang_Longchuan	long1373	to come	1446	ʐə³⁵  | 1491.28	ʐə³⁵	ʐ ə ³⁵	come	Huang1992,Matisoff2015	
4783	Atsi	zaiw1240	to vomit	1278	phat⁵⁵  | 1535.30	phat⁵⁵	pʰ a t ⁵⁵	vomit	Huang1992,Matisoff2015	
689	Atsi	zaiw1240	to come	1446	le⁵⁵  | 1491.30	le⁵⁵	l e ⁵⁵	come	Huang1992,Matisoff2015	
691	Bola	pela1242	to come	1446	la⁵⁵  | 1491.32	la⁵⁵	l a ⁵⁵	come	Huang1992,Matisoff2015	
4788	Lashi	lash1242	to vomit	1278	phaːt⁵⁵  | 1535.33	phaːt⁵⁵	pʰ aː t ⁵⁵	vomit	Huang1992,Matisoff2015	
4790	Maru	maru1249	to vomit	1278	tauk³¹  | 1535.31	tauk³¹	t a u k ³¹		Huang1992,Matisoff2015	
695	Maru	maru1249	to come	1446	li⁵⁵  | 1491.31	li⁵⁵	l i ⁵⁵	come	Huang1992,Matisoff2015	
4793	Xiandao	xian1249	to vomit	1278	phat⁵⁵  | 1535.29	phat⁵⁵	pʰ a t ⁵⁵	vomit	Huang1992,Matisoff2015	
2069	Maru	maru1249	to hunt	1435	ʃɔ̆³⁵ pak³¹  | 1230.31	ʃɔ̆³⁵pak³¹	ʃ ɔ̆ ³⁵ + p a k ³¹	meat shoot	Huang1992,Matisoff2015	
8894	Bola	pela1242	the leaf	2250		sak⁵⁵◦faʔ⁵⁵	s a k ⁵⁵ + f a ʔ ⁵⁵	tree leaf	Huang1992,Matisoff2015	
4801	Atsi	zaiw1240	to walk	1443	so²¹  | 1815.30	so²¹	s o ²¹	go	Huang1992,Matisoff2015	
4803	Bola	pela1242	to walk	1443	sɔ³⁵  | 1815.32	sɔ³⁵	s ɔ ³⁵	go	Huang1992,Matisoff2015	
4805	Lashi	lash1242	to walk	1443	sɔ̱ː⁵⁵  | 1815.33	sɔ̱ː⁵⁵	s ɔ̰ː ⁵⁵		Huang1992,Matisoff2015	
4806	Maru	maru1249	to walk	1443	su³⁵  | 1815.31	su³⁵	s u ³⁵		Huang1992,Matisoff2015	
4808	Xiandao	xian1249	to walk	1443	so³¹  | 1815.29	so³¹	s o ³¹	go	Huang1992,Matisoff2015	
5017	Atsi	zaiw1240	who	1235	o⁵⁵  | 0953.30	o⁵⁵	o ⁵⁵	who	Huang1992,Matisoff2015	
1486	Atsi	zaiw1240	the fog	249	sai⁵⁵ von²¹  | 0016.30	sai⁵⁵von²¹	s a i ⁵⁵ + v o n ²¹	? ?	Huang1992,Matisoff2015	
1487	Bola	pela1242	the fog	249	sai³⁵ vun³¹  | 0016.32	sai³⁵vun³¹	s a i ³⁵ + v u n ³¹		Huang1992,Matisoff2015	
738	Achang_Longchuan	long1373	to count	1420	an³⁵  | 1640.28	an³⁵	a n ³⁵		Huang1992,Matisoff2015	
740	Atsi	zaiw1240	to count	1420	ŋa̱p⁵⁵  | 1640.30	ŋa̱p⁵⁵	ŋ a̰ p ⁵⁵	count	Huang1992,Matisoff2015	
741	Bola	pela1242	to count	1420	ŋɛ̱ʔ⁵⁵  | 1640.32	ŋɛ̱ʔ⁵⁵	ŋ ɛ̰ ʔ ⁵⁵	count	Huang1992,Matisoff2015	
743	Lashi	lash1242	to count	1420	ŋa̱ːp⁵⁵  | 1640.33	ŋa̱ːp⁵⁵	ŋ a̰ː p ⁵⁵		Huang1992,Matisoff2015	
744	Maru	maru1249	to count	1420	ŋɛ̱ʔ⁵⁵  | 1640.31	ŋɛ̱ʔ⁵⁵	ŋ ɛ̰ ʔ ⁵⁵	count	Huang1992,Matisoff2015	
745	Xiandao	xian1249	to count	1420	an³⁵  | 1640.29	an³⁵	a n ³⁵	count	Huang1992,Matisoff2015	
4865	Achang_Longchuan	long1373	the water	948	ti⁵⁵  | 0047.28	ti⁵⁵	t i ⁵⁵	water	Huang1992,Matisoff2015	
4868	Atsi	zaiw1240	the water	948	vui⁵¹  | 0047.30	vui⁵¹	v u i ⁵¹	water	Huang1992,Matisoff2015	
4871	Bola	pela1242	the water	948	ɣəi⁵⁵  | 0047.32	ɣəi⁵⁵	ɣ ə i ⁵⁵	water	Huang1992,Matisoff2015	
4875	Lashi	lash1242	the water	948	kjei³¹  | 0047.33	kjei³¹	k j e i ³¹	water	Huang1992,Matisoff2015	
4877	Maru	maru1249	the water	948	ɣək³¹  | 0047.31	ɣək³¹	ɣ ə k ³¹	water	Huang1992,Matisoff2015	
4879	Xiandao	xian1249	the water	948	ti⁵⁵  | 0047.29	ti⁵⁵	t i ⁵⁵	water	Huang1992,Matisoff2015	
3033	Xiandao	xian1249	the pig	1337	oʔ⁵⁵  | 0284.29	oʔ⁵⁵	o ʔ ⁵⁵	pig	Huang1992,Matisoff2015	
4894	Achang_Longchuan	long1373	we [first person plural inclusive]	1131	ŋɔ⁵⁵ tuʔ³¹  | 0930.28	ŋɔ⁵⁵tuʔ³¹	ŋ ɔ ⁵⁵ + t u ʔ ³¹	I-me plural-suffix	Huang1992,Matisoff2015	bad concept
4895	Atsi	zaiw1240	we [first person plural inclusive]	1131	ŋa⁵⁵ moʔ⁵⁵  | 0930.30	ŋa⁵⁵moʔ⁵⁵	ŋ a ⁵⁵ + m o ʔ ⁵⁵	I-me mo-suffix	Huang1992,Matisoff2015	bad concept
4896	Bola	pela1242	we [first person plural inclusive]	1131	ŋă⁵⁵ maʔ³¹  | 0930.32	ŋă⁵⁵maʔ³¹	ŋ ă ⁵⁵ + m a ʔ ³¹	I-me ma-suffix	Huang1992,Matisoff2015	bad concept
4897	Lashi	lash1242	we [first person plural inclusive]	1131	ŋŏ³¹ nu̱ŋ⁵⁵  | 0930.33	ŋŏ³¹nu̱ŋ⁵⁵	ŋ ŏ ³¹ + n ṵ ŋ ⁵⁵		Huang1992,Matisoff2015	bad concept
4898	Maru	maru1249	we [first person plural inclusive]	1131	ŋɔ̆³¹ na̱uŋ⁵⁵  | 0930.31	ŋɔ̆³¹na̱uŋ⁵⁵	ŋ ɔ̆ ³¹ + n a̰ u ŋ ⁵⁵	I-me plural	Huang1992,Matisoff2015	bad concept
4899	Xiandao	xian1249	we [first person plural inclusive]	1131	ŋɔ⁵⁵ tu³⁵  | 0930.29	ŋɔ⁵⁵tu³⁵	ŋ ɔ ⁵⁵ + t u ³⁵	I-me plural	Huang1992,Matisoff2015	bad concept
4231	Lashi	lash1242	the tail	1220	ʃŏ⁵⁵ mji³³  | 0267.33	ʃŏ⁵⁵mji³³	ʃ ŏ ⁵⁵ + m j i ³³	meat tail	Huang1992,Matisoff2015	
6280	Xiandao	xian1249	the foot	1301	chi⁵⁵	chi⁵⁵	cʰ i ⁵⁵	foot	Huang1992,Matisoff2015	
4237	Xiandao	xian1249	the tail	1220	n̥i³¹ tʂhɔ³¹  | 0267.29	n̥i³¹tʂhɔ³¹	n̥ i ³¹ + ʈʂʰ ɔ ³¹	tail ???	Huang1992,Matisoff2015	
4951	Achang_Longchuan	long1373	wet	1726	phet⁵⁵  | 1029.28	phet⁵⁵	pʰ e t ⁵⁵		Huang1992,Matisoff2015	
4953	Atsi	zaiw1240	wet	1726	te̱ʔ⁵⁵  | 1029.30	te̱ʔ⁵⁵	t ḛ ʔ ⁵⁵	wet	Huang1992,Matisoff2015	
4954	Bola	pela1242	wet	1726	tʃɔ̱ʔ⁵⁵  | 1029.32	tʃɔ̱ʔ⁵⁵	tʃ ɔ̰ ʔ ⁵⁵	wet	Huang1992,Matisoff2015	
2191	Lashi	lash1242	to kill	1417	sa̱ːt⁵⁵  | 1602.33	sa̱ːt⁵⁵	s a̰ː t ⁵⁵	kill	Huang1992,Matisoff2015	bad concept
4957	Lashi	lash1242	wet	1726	tʃu̱ːʔ⁵⁵  | 1029.33	tʃu̱ːʔ⁵⁵	tʃ ṵː ʔ ⁵⁵	wet	Huang1992,Matisoff2015	
4958	Maru	maru1249	wet	1726	tʃu̱k⁵⁵  | 1029.31	tʃu̱k⁵⁵	tʃ ṵ k ⁵⁵		Huang1992,Matisoff2015	
4959	Xiandao	xian1249	wet	1726	coʔ⁵⁵  | 1029.29	coʔ⁵⁵	c o ʔ ⁵⁵	wet	Huang1992,Matisoff2015	
2192	Maru	maru1249	to kill	1417	sɛ̱ʔ⁵⁵  | 1602.31	sɛ̱ʔ⁵⁵	s ɛ̰ ʔ ⁵⁵		Huang1992,Matisoff2015	bad concept
4963	Achang_Longchuan	long1373	what	1236	pi³¹ si⁵⁵  | 0954.28	pi³¹si⁵⁵	p i ³¹ + s i ⁵⁵	what1 what2	Huang1992,Matisoff2015	
4966	Atsi	zaiw1240	what	1236	xai⁵¹  | 0954.30	xai⁵¹	x a i ⁵¹		Huang1992,Matisoff2015	
4968	Bola	pela1242	what	1236	pɛ̱⁵⁵ tʃuŋ³¹  | 0954.32	pɛ̱⁵⁵tʃuŋ³¹	p ɛ̰ ⁵⁵ + tʃ u ŋ ³¹		Huang1992,Matisoff2015	
4970	Lashi	lash1242	what	1236	xa³¹ tʃuŋ³³  | 0954.33	xa³¹tʃuŋ³³	x a ³¹ + tʃ u ŋ ³³		Huang1992,Matisoff2015	
4971	Maru	maru1249	what	1236	pɛ̱⁵⁵  | 0954.31	pɛ̱⁵⁵	p ɛ̰ ⁵⁵		Huang1992,Matisoff2015	
4973	Xiandao	xian1249	what	1236	pɛ³¹  | 0954.29	pɛ³¹	p ɛ ³¹		Huang1992,Matisoff2015	
1512	Atsi	zaiw1240	the forest	420	sik ⁵⁵ pu̱ŋ⁵⁵  | 0050.30	sik⁵⁵pu̱ŋ⁵⁵	s i k ⁵⁵ + p ṵ ŋ ⁵⁵	tree ???	Huang1992,Matisoff2015	
3561	Bola	pela1242	to see	1409	mjɔ̃⁵⁵  | 1471.32	mjɔ̃⁵⁵	m j ɔ̃ ∼ ⁵⁵	see	Huang1992,Matisoff2015	
888	Bola	pela1242	to die	1494	ʃɿ⁵⁵  | 1651.32	ʃɿ⁵⁵	ʃ ɿ ⁵⁵	die	Huang1992,Matisoff2015	
4244	Atsi	zaiw1240	high / tall	1265	mja̱ŋ⁵¹  | 0968.30	mja̱ŋ⁵¹	m j a̰ ŋ ⁵¹	high	Huang1992,Matisoff2015	
4987	Atsi	zaiw1240	where	1237	kha⁵¹ ma⁵⁵  | 0955.30	kha⁵¹ma⁵⁵	kʰ a ⁵¹ + m a ⁵⁵	where on	Huang1992,Matisoff2015	
4989	Bola	pela1242	where	1237	khăk⁵⁵ khja⁵⁵  | 0955.32	khăk⁵⁵khja⁵⁵	kʰ ă k ⁵⁵ + kʰ j a ⁵⁵	where road	Huang1992,Matisoff2015	
149	Xiandao	xian1249	the bamboo	1927	o³¹  | 0389.29	o³¹	o ³¹	bamboo	Huang1992,Matisoff2015	
896	Maru	maru1249	to die	1494	ʃik³¹  | 1651.31	ʃik³¹	ʃ i k ³¹	die	Huang1992,Matisoff2015	
898	Xiandao	xian1249	to die	1494	ʂɿ⁵⁵  | 1651.29	ʂɿ⁵⁵	ʂ ɿ ⁵⁵	die	Huang1992,Matisoff2015	
4998	Achang_Longchuan	long1373	white	1335	phʐo⁵⁵  | 1006.28	phʐo⁵⁵	pʰ ʐ o ⁵⁵	white	Huang1992,Matisoff2015	
5000	Atsi	zaiw1240	white	1335	phju⁵¹  | 1006.30	phju⁵¹	pʰ j u ⁵¹	white	Huang1992,Matisoff2015	
5001	Bola	pela1242	white	1335	phju⁵⁵  | 1006.32	phju⁵⁵	pʰ j u ⁵⁵	white	Huang1992,Matisoff2015	
5004	Lashi	lash1242	white	1335	phjuː³³  | 1006.33	phjuː³³	pʰ j uː ³³	white	Huang1992,Matisoff2015	
5005	Maru	maru1249	white	1335	phju³¹  | 1006.31	phju³¹	pʰ j u ³¹		Huang1992,Matisoff2015	
5006	Xiandao	xian1249	white	1335	phʐu⁵⁵  | 1006.29	phʐu⁵⁵	pʰ ʐ u ⁵⁵	white	Huang1992,Matisoff2015	
913	Atsi	zaiw1240	to dig	1418	khai²¹  | 1698.30	khai²¹	kʰ a i ²¹		Huang1992,Matisoff2015	bad concept
917	Lashi	lash1242	to dig	1418	tuː³³  | 1698.33	tuː³³	t uː ³³		Huang1992,Matisoff2015	bad concept
5014	Achang_Longchuan	long1373	who	1235	xau⁵⁵  | 0953.28	xau⁵⁵	x a u ⁵⁵	who	Huang1992,Matisoff2015	
920	Xiandao	xian1249	to dig	1418	tu³¹  | 1698.29	tu³¹	t u ³¹		Huang1992,Matisoff2015	bad concept
921	Achang_Longchuan	long1373	to dig	1418	tu³¹  | 1698.28	tu³¹	t u ³¹		Huang1992,Matisoff2015	bad concept
5019	Bola	pela1242	who	1235	khak⁵⁵ jauʔ³¹  | 0953.32	khak⁵⁵jauʔ³¹	kʰ a k ⁵⁵ + j a u ʔ ³¹	person	Huang1992,Matisoff2015	
2202	Bola	pela1242	the knee	1371	pɔ̱t⁵⁵ lauʔ⁵⁵  | 0101.32	pɔ̱t⁵⁵lauʔ⁵⁵	p ɔ̰ t ⁵⁵ + l a u ʔ ⁵⁵	knee-1 knee-2	Huang1992,Matisoff2015	
5022	Lashi	lash1242	who	1235	xaŋ⁵⁵  | 0953.33	xaŋ⁵⁵	x a ŋ ⁵⁵	who	Huang1992,Matisoff2015	
5023	Maru	maru1249	who	1235	khə̆³¹ jauk³¹  | 0953.31	khə̆³¹jauk³¹	kʰ ə̆ ³¹ + j a u k ³¹	who person	Huang1992,Matisoff2015	
